Age,Experience_years,Daily_work_hours,Sleep_hours,Caffeine_intake,Bugs_per_day,Commits_per_day,Meetings_per_day,Screen_time,Exercise_hours,Stress_level,Burnout_level,Age_Group
40,11,11.35,7.74,7,3,8,4,14.87,0.01,59,Medium,36-40
42,7,11.48,7.08,4,14,1,3,13.28,1.49,88,High,41-45
20,15,6.52,8.37,7,11,27,5,7.64,0.37,36,Medium,20-25
22,0,8.15,6.46,4,13,9,7,10.41,0.1,84,High,20-25
37,3,4.82,5.66,5,19,16,9,9.12,0.99,65,Medium,36-40
44,9,10.07,6.46,4,6,29,4,12.67,0.69,36,Medium,41-45
29,10,5.04,5.78,3,11,0,7,7.7,1.38,54,Medium,26-30
41,16,12.36,6.14,7,8,25,4,12.02,0.21,71,High,41-45
22,6,12.15,8.05,6,9,17,2,16.16,0.27,54,Medium,20-25
27,11,9.34,4.44,6,7,5,7,12.26,0.81,77,High,26-30
33,6,5.41,5.93,4,19,5,3,6.78,1.04,57,Medium,31-35
43,11,4.26,4.43,4,1,8,2,6.09,1.65,6,Low,41-45
37,14,11.97,4.7,6,15,9,2,13.72,1.17,100,High,36-40
34,1,10.0,4.02,5,17,14,5,13.03,1.81,78,High,31-35
41,13,11.11,4.05,6,19,3,7,12.23,0.44,92,High,41-45
42,12,7.04,5.9,5,9,7,9,9.17,1.19,48,Medium,41-45
21,3,9.09,8.05,4,5,3,4,12.52,1.31,24,Low,20-25
29,13,11.47,6.94,4,5,2,0,13.89,1.45,36,Medium,26-30
21,13,8.63,7.17,7,19,3,0,12.46,1.98,70,High,20-25
36,15,10.01,6.6,7,12,0,2,12.57,0.94,44,Medium,36-40
27,6,8.99,8.1,5,18,8,5,16.82,0.74,100,High,26-30
20,18,6.15,8.4,1,16,10,1,11.01,1.7,18,Low,20-25
28,1,4.66,8.25,2,1,20,0,8.86,0.35,0,Low,26-30
30,9,9.32,8.06,1,17,22,6,14.14,0.07,59,Medium,26-30
41,17,4.62,4.91,4,6,18,1,6.44,0.89,53,Low,41-45
35,16,11.67,6.97,0,13,20,7,15.67,0.49,72,High,31-35
26,4,11.19,6.91,0,14,28,1,13.48,0.79,53,Medium,26-30
29,11,12.82,6.64,3,7,25,0,16.72,1.97,50,Medium,26-30
42,5,10.4,6.4,1,8,29,9,12.9,0.7,46,Medium,41-45
22,8,4.67,4.45,4,10,19,1,6.83,1.42,29,Low,20-25
37,19,6.53,4.51,7,2,6,1,11.37,0.5,37,Medium,36-40
44,0,12.08,8.51,3,19,4,6,13.92,0.61,84,High,41-45
43,14,5.67,7.15,3,13,1,0,9.7,0.49,26,Low,41-45
32,5,10.98,5.31,0,7,18,2,14.68,1.14,42,Medium,31-35
26,18,11.8,5.4,1,2,23,4,14.01,0.45,63,Medium,26-30
44,17,7.3,7.05,2,17,2,6,10.13,1.44,61,Medium,41-45
23,5,7.22,6.03,6,13,14,5,8.79,1.36,55,Medium,20-25
32,12,9.58,6.21,5,19,6,7,14.26,0.84,92,Medium,31-35
39,0,12.61,4.3,1,7,4,0,17.48,0.05,70,High,36-40
20,12,6.24,4.69,7,9,22,6,10.17,0.05,62,Medium,20-25
27,6,13.41,5.97,3,7,9,8,17.81,1.07,86,High,26-30
33,14,9.99,7.5,4,4,8,6,11.32,1.68,37,Medium,31-35
35,11,13.92,4.24,3,11,22,5,16.46,1.2,100,High,31-35
33,0,4.9,5.67,1,1,13,8,7.22,0.87,15,Low,31-35
31,14,5.27,7.48,0,16,21,3,8.53,1.76,28,Low,31-35
38,3,12.27,7.96,6,12,27,9,14.0,0.39,93,High,36-40
42,12,12.65,4.95,1,13,12,5,15.9,0.72,64,Medium,41-45
34,4,8.45,7.66,2,8,0,5,12.07,1.13,20,Low,31-35
21,1,11.14,8.78,5,8,15,9,12.67,0.58,66,Medium,20-25
21,0,12.68,8.53,5,8,19,2,14.21,2.0,67,Medium,20-25
42,15,4.43,7.95,4,19,7,6,5.57,0.9,47,Medium,41-45
41,5,9.74,7.56,4,5,16,0,13.78,0.1,40,Medium,41-45
38,15,12.53,5.18,3,11,5,7,14.85,0.35,57,Medium,36-40
44,13,7.98,7.17,1,9,1,7,9.88,1.06,55,Medium,41-45
41,2,7.02,7.22,5,4,12,7,11.13,1.1,44,Medium,41-45
41,14,11.96,6.03,0,17,24,8,13.53,1.97,90,High,41-45
36,2,7.36,6.47,2,6,7,3,10.07,1.2,30,Low,36-40
39,1,4.03,7.47,3,12,24,5,8.01,1.33,15,Low,36-40
29,0,13.6,8.76,1,0,8,6,16.9,0.43,43,Medium,26-30
25,8,8.99,5.48,0,5,29,1,13.14,0.21,30,Low,20-25
34,8,12.2,5.23,1,7,12,5,13.83,1.2,70,High,31-35
41,6,12.25,7.01,0,8,17,7,13.97,1.73,59,Medium,41-45
30,2,4.66,4.65,7,6,17,3,7.99,1.17,42,Medium,26-30
24,17,5.71,6.91,6,9,8,4,12.02,0.89,44,Medium,20-25
20,10,7.11,4.44,1,7,1,7,11.59,1.16,66,Medium,20-25
27,6,7.21,6.45,1,1,3,2,9.61,0.94,16,Low,26-30
40,10,10.59,7.1,7,17,17,5,12.02,1.02,83,High,36-40
31,0,10.23,4.35,6,14,16,0,12.26,1.48,53,Medium,31-35
31,13,8.95,5.03,5,5,11,3,13.46,1.07,21,Low,31-35
24,19,6.11,5.68,3,13,15,5,9.68,0.8,47,Medium,20-25
26,5,7.82,5.84,1,17,12,2,10.62,1.12,58,Medium,26-30
23,6,9.44,7.38,1,2,10,0,12.78,0.48,18,Low,20-25
25,9,8.68,6.65,3,0,13,5,11.2,0.86,30,Low,20-25
32,6,5.27,5.91,3,0,9,2,8.13,1.24,5,Low,31-35
39,1,10.5,6.25,4,13,22,7,12.93,0.45,96,High,36-40
34,3,4.73,4.06,4,0,27,6,7.37,1.02,28,Low,31-35
22,16,7.78,7.85,5,0,26,6,10.04,1.04,28,Low,20-25
42,10,11.1,4.21,3,3,20,7,12.41,1.72,87,High,41-45
27,9,4.2,8.15,6,11,18,6,5.35,1.69,18,Low,26-30
39,18,9.7,6.7,2,14,23,4,11.4,0.99,53,Medium,36-40
35,14,7.35,6.64,5,3,20,9,9.36,0.39,40,Medium,31-35
32,9,4.09,7.52,0,9,16,7,8.65,1.47,14,Low,31-35
37,18,5.9,8.3,7,10,8,7,9.34,0.84,59,Medium,36-40
29,11,13.41,8.71,3,5,13,5,18.24,1.19,53,Medium,26-30
38,15,9.21,6.72,4,9,29,9,11.57,0.21,71,High,36-40
36,8,13.97,4.75,7,11,4,5,16.58,1.26,100,High,36-40
43,14,9.25,8.39,1,2,2,1,13.13,0.75,24,Low,41-45
38,16,9.44,4.2,3,14,21,7,12.75,0.67,75,High,36-40
32,13,7.92,8.04,3,15,7,9,11.03,1.96,66,Medium,31-35
24,17,7.1,7.4,4,9,17,0,10.4,0.86,22,Low,20-25
40,1,6.52,8.52,4,10,26,8,9.86,1.36,43,Medium,36-40
42,3,7.43,8.49,2,15,29,8,11.49,1.26,43,Medium,41-45
28,17,8.6,4.27,5,16,2,5,12.27,0.21,68,Medium,26-30
31,6,5.92,7.05,4,13,22,9,10.75,1.5,58,Medium,31-35
40,12,6.25,4.62,4,15,1,5,11.04,0.65,86,High,36-40
20,14,6.72,4.39,4,13,26,5,9.41,1.6,53,Medium,20-25
20,0,8.49,6.24,7,5,10,3,9.63,1.22,43,Medium,20-25
34,10,10.53,4.49,5,9,27,0,11.57,0.63,65,Medium,31-35
21,9,12.56,7.64,1,16,4,0,14.05,0.71,73,High,20-25
41,4,6.87,8.84,3,9,24,0,8.17,1.46,26,Low,41-45
35,15,5.84,6.85,3,9,29,4,8.33,1.1,37,Medium,31-35
44,10,7.79,5.18,4,13,6,6,9.0,1.34,61,Medium,41-45
27,5,12.94,8.22,6,19,14,0,16.44,1.02,87,High,26-30
32,8,4.1,8.27,6,16,13,5,5.86,1.57,27,Low,31-35
32,12,10.78,7.66,5,8,28,5,13.84,0.64,60,Medium,31-35
20,7,8.77,7.08,2,14,18,1,10.18,1.24,53,Medium,20-25
35,13,5.61,8.34,4,6,1,1,9.92,0.23,20,Low,31-35
26,0,7.21,4.82,7,1,25,6,11.33,0.64,40,Medium,26-30
24,16,6.25,8.66,5,9,8,8,8.8,1.3,19,Low,20-25
41,4,12.78,8.74,5,19,24,7,17.42,0.55,79,High,41-45
42,1,8.82,6.46,7,17,24,1,10.56,1.76,43,Medium,41-45
22,8,9.63,5.25,2,10,9,6,13.89,1.32,62,Medium,20-25
31,3,9.94,8.29,5,4,18,4,13.12,1.74,48,Medium,31-35
35,16,10.4,6.49,7,7,16,9,12.72,0.79,75,High,31-35
38,16,8.96,6.97,3,19,24,3,10.3,0.07,72,High,36-40
24,17,4.18,8.2,2,4,6,9,5.87,1.02,27,Low,20-25
41,15,7.35,4.15,2,1,17,3,11.8,0.68,19,Low,41-45
44,7,5.84,5.81,0,4,5,3,9.27,0.9,14,Low,41-45
33,10,10.8,8.08,2,2,26,8,12.75,1.36,35,Medium,31-35
24,17,4.57,8.07,2,11,8,6,7.55,1.4,24,Low,20-25
34,9,9.64,8.24,7,18,7,6,11.07,0.06,85,High,31-35
36,12,6.11,4.85,1,6,26,3,7.51,1.54,27,Low,36-40
33,16,13.49,7.53,3,18,27,8,18.12,0.99,90,High,31-35
39,17,7.36,4.73,4,3,21,7,10.19,1.11,52,Medium,36-40
24,9,7.25,7.93,7,13,21,9,9.7,0.6,71,High,20-25
31,15,13.23,5.23,0,18,23,3,18.03,0.84,90,High,31-35
35,19,8.17,7.69,2,17,8,5,10.77,1.42,57,Medium,31-35
35,4,13.63,6.28,1,6,14,3,15.97,1.55,50,Medium,31-35
40,12,4.24,8.93,1,14,0,0,6.33,0.77,0,Low,36-40
26,17,7.06,6.9,7,0,1,4,10.32,1.38,30,Low,26-30
23,16,10.66,7.16,5,11,21,5,13.89,0.52,85,High,20-25
20,8,12.91,6.46,4,18,23,2,13.97,1.66,83,High,20-25
24,13,6.56,7.67,4,5,3,0,10.18,1.22,35,Medium,20-25
42,16,13.3,6.47,6,12,27,1,17.45,1.55,67,Medium,41-45
29,3,9.94,4.09,3,5,19,1,13.4,0.95,51,Medium,26-30
41,17,12.01,7.04,6,12,28,7,16.49,0.46,87,High,41-45
24,19,7.97,8.15,5,14,17,3,10.08,0.86,49,Medium,20-25
23,14,6.12,5.18,2,15,9,2,7.89,0.76,35,Medium,20-25
21,10,13.11,5.11,1,7,0,3,16.9,0.67,64,Medium,20-25
39,11,13.33,7.04,0,12,9,9,15.08,0.42,97,High,36-40
29,8,8.98,8.09,3,12,8,0,10.34,1.52,40,Medium,26-30
38,12,4.06,5.25,7,19,22,0,5.45,0.17,58,Medium,36-40
20,14,5.1,8.66,2,19,24,4,9.17,1.78,29,Low,20-25
43,14,9.73,8.64,5,11,12,6,10.84,0.35,71,High,41-45
24,4,4.24,6.46,4,18,14,8,6.4,1.96,48,Medium,20-25
32,18,7.97,5.32,5,16,17,6,9.49,1.98,66,Medium,31-35
23,19,7.03,7.5,2,2,25,4,11.05,0.8,10,Low,20-25
35,13,11.14,8.76,5,14,12,2,14.15,1.98,72,High,31-35
43,16,4.56,7.55,4,16,4,7,6.38,1.74,46,Medium,41-45
35,17,8.89,6.22,2,5,1,6,12.89,0.16,60,Medium,31-35
42,2,9.79,4.85,0,9,25,3,13.79,1.89,69,Medium,41-45
21,1,10.17,6.31,6,11,6,0,13.26,0.09,64,Medium,20-25
36,0,8.05,7.03,3,3,8,2,10.15,0.36,17,Low,36-40
39,9,7.04,5.65,5,11,18,7,10.39,1.17,59,Medium,36-40
43,18,10.82,6.55,4,1,13,1,15.55,0.16,29,Low,41-45
31,16,8.99,6.46,0,6,16,8,13.69,0.32,73,High,31-35
37,11,10.94,6.26,1,15,19,3,13.01,1.91,61,Medium,36-40
22,0,13.32,4.45,0,11,19,6,15.46,1.99,69,Medium,20-25
20,11,11.17,4.25,0,15,10,9,14.7,1.6,74,High,20-25
20,16,11.65,8.29,0,13,21,6,15.25,1.03,51,Medium,20-25
38,2,5.68,5.03,7,0,4,7,7.51,1.8,40,Medium,36-40
30,10,8.2,6.88,4,8,11,6,10.06,0.22,51,Medium,26-30
24,16,8.85,4.74,7,6,28,3,13.56,1.89,37,Medium,20-25
31,2,6.56,5.31,1,4,20,6,10.59,0.7,35,Medium,31-35
22,7,9.29,5.81,3,9,8,4,14.03,1.72,57,Medium,20-25
32,19,6.91,4.72,0,9,28,9,11.23,1.34,52,Medium,31-35
20,3,10.88,4.23,4,17,26,6,13.49,1.92,73,High,20-25
27,6,8.7,8.39,4,6,16,2,10.19,1.73,25,Low,26-30
29,13,8.59,4.06,3,17,7,9,12.11,1.78,76,High,26-30
30,13,13.84,4.31,6,9,23,6,16.25,1.26,100,High,26-30
31,3,7.92,8.03,2,10,26,6,10.62,1.67,36,Medium,31-35
32,15,7.62,5.41,1,9,7,1,10.32,1.51,33,Low,31-35
31,0,7.19,7.61,1,8,28,7,11.94,0.32,25,Low,31-35
33,16,12.95,4.73,5,14,11,6,14.23,1.3,95,High,31-35
21,9,8.97,5.19,0,13,29,8,10.74,0.3,69,Medium,20-25
38,15,10.0,6.86,2,2,28,3,13.43,1.74,21,Low,36-40
37,15,5.81,8.94,6,13,18,8,10.35,0.13,54,Medium,36-40
22,7,9.41,4.37,1,15,9,0,14.08,1.97,48,Medium,20-25
42,6,6.75,6.0,6,2,23,4,9.98,0.8,32,Low,41-45
36,5,11.31,4.22,5,7,1,9,12.45,0.34,78,High,36-40
27,15,12.33,5.0,0,1,23,6,14.78,1.87,53,Medium,26-30
29,19,11.15,8.54,2,1,27,3,15.83,0.09,16,Low,26-30
21,15,11.3,4.48,4,17,7,6,14.3,0.94,91,High,20-25
38,6,9.12,8.28,0,6,13,8,13.03,1.54,39,Medium,36-40
28,8,11.12,4.89,2,16,18,4,13.2,0.63,96,High,26-30
26,13,8.23,8.31,3,5,3,4,9.33,1.06,27,Low,26-30
23,10,10.51,6.69,1,9,8,1,13.82,1.4,56,Medium,20-25
40,13,6.59,8.39,6,6,12,4,10.93,1.9,36,Medium,36-40
37,6,4.7,4.76,0,3,8,7,9.66,0.21,28,Low,36-40
32,0,8.13,7.81,5,10,25,3,12.52,0.31,46,Medium,31-35
30,10,8.62,7.4,4,15,12,1,11.84,1.02,37,Medium,26-30
43,19,6.56,6.71,5,16,24,7,9.99,0.84,58,Medium,41-45
23,2,11.28,8.05,6,5,15,3,15.58,1.02,52,Medium,20-25
44,19,4.74,7.24,0,19,25,4,5.82,1.02,37,Medium,41-45
40,3,6.23,8.39,1,18,21,6,11.04,1.12,55,Medium,36-40
44,10,11.49,6.46,1,19,0,4,14.61,1.77,82,High,41-45
23,1,8.37,6.95,2,17,7,9,13.18,0.32,79,High,20-25
29,13,11.05,8.35,5,14,28,3,15.11,0.43,72,High,26-30
24,11,9.67,5.07,4,1,8,6,11.28,1.34,54,Medium,20-25
32,16,13.51,6.43,4,18,23,3,15.17,0.11,94,High,31-35
43,11,9.98,8.8,6,5,12,9,12.39,1.35,49,Medium,41-45
22,11,4.15,6.37,2,11,16,3,6.21,0.63,45,Medium,20-25
36,0,7.53,5.26,4,0,27,1,10.29,0.72,30,Low,36-40
22,12,5.43,5.76,7,9,21,4,8.85,0.81,49,Medium,20-25
35,13,13.25,8.43,0,18,24,7,16.0,0.7,77,High,31-35
23,1,5.04,8.77,0,3,8,3,6.27,1.68,20,Low,20-25
37,11,7.88,8.75,7,18,6,1,12.78,1.89,40,Medium,36-40
36,15,6.26,7.49,5,5,22,8,8.96,1.1,40,Medium,36-40
32,3,12.47,6.55,6,7,19,5,16.87,1.16,72,High,31-35
43,7,7.09,4.91,2,8,22,2,8.39,0.14,27,Low,41-45
42,1,13.92,4.62,7,9,9,9,18.16,1.43,100,High,41-45
24,9,4.39,4.3,4,9,20,4,6.08,1.17,44,Medium,20-25
31,8,5.28,4.09,3,9,26,5,9.0,0.1,37,Medium,31-35
36,14,6.25,8.39,1,3,25,8,9.9,0.4,34,Low,36-40
42,12,12.11,8.05,7,17,4,4,16.75,0.4,76,High,41-45
32,16,12.79,6.84,6,11,16,8,15.07,0.34,89,High,31-35
42,15,4.71,8.99,2,10,1,0,6.15,1.32,0,Low,41-45
44,1,4.32,8.77,7,15,8,9,8.78,1.86,54,Medium,41-45
22,19,11.45,7.28,6,18,1,3,13.78,1.53,82,High,20-25
28,19,5.33,6.32,7,10,9,0,7.26,0.95,19,Low,26-30
36,13,5.33,4.76,2,3,26,1,8.27,0.81,10,Low,36-40
36,2,4.22,6.58,0,11,11,1,5.8,0.77,10,Low,36-40
39,11,4.5,4.79,1,16,1,9,6.69,1.2,64,Medium,36-40
35,7,6.64,5.99,6,12,14,4,9.18,0.72,46,Medium,31-35
44,1,4.65,8.71,6,3,24,0,6.76,0.45,2,Low,41-45
41,3,7.69,5.71,6,5,2,9,10.49,1.21,56,Medium,41-45
32,13,12.33,4.76,7,6,1,2,14.87,0.78,67,Medium,31-35
38,15,7.26,6.91,2,7,6,5,11.36,0.03,58,Medium,36-40
36,18,11.28,7.01,7,1,27,0,15.95,0.04,37,Medium,36-40
23,1,4.94,4.97,6,8,8,0,6.34,0.55,27,Low,20-25
31,11,10.59,4.98,0,9,10,2,14.88,1.02,55,Medium,31-35
28,13,7.17,8.95,0,18,28,8,11.9,0.71,52,Medium,26-30
38,5,11.5,5.22,5,0,21,1,15.25,0.05,43,Medium,36-40
31,12,5.36,8.19,7,15,27,5,10.35,0.45,54,Medium,31-35
28,3,12.98,6.35,5,17,15,2,15.32,0.19,96,High,26-30
26,17,6.43,6.17,2,7,6,5,10.75,1.9,44,Medium,26-30
33,11,7.53,5.47,2,9,28,6,11.22,0.63,50,Medium,31-35
39,19,13.5,7.87,0,10,12,6,15.79,0.03,66,Medium,36-40
38,18,9.78,8.4,5,16,2,1,13.6,1.32,45,Medium,36-40
34,7,7.66,5.31,6,6,10,2,10.7,0.46,58,Medium,31-35
35,6,13.5,4.48,6,2,2,3,15.26,1.13,72,High,31-35
40,15,7.29,4.68,7,6,14,7,8.99,0.3,55,Medium,36-40
24,18,4.95,7.96,2,5,7,4,8.8,1.97,2,Low,20-25
22,5,13.97,6.18,1,2,6,0,17.82,1.94,30,Low,20-25
31,19,6.68,4.66,0,7,4,8,9.8,1.31,45,Medium,31-35
44,10,12.51,5.7,0,0,5,0,15.52,1.41,37,Medium,41-45
39,4,5.66,6.57,2,4,24,1,7.38,0.85,28,Low,36-40
40,15,11.31,8.26,2,18,18,6,14.03,1.92,82,High,36-40
23,6,9.24,7.21,2,12,27,2,13.73,0.85,47,Medium,20-25
40,4,13.81,4.88,7,10,2,5,18.23,0.48,89,High,36-40
42,10,9.53,6.46,6,10,29,7,13.17,0.23,84,High,41-45
35,14,4.25,6.06,6,1,10,4,9.24,0.42,3,Low,31-35
44,2,10.04,4.38,7,8,5,0,14.61,1.14,49,Medium,41-45
26,4,5.45,7.78,1,1,26,9,7.03,0.49,31,Low,26-30
32,4,11.99,6.01,7,18,23,2,14.59,1.31,94,High,31-35
40,8,12.57,5.72,0,11,20,1,14.1,0.76,74,High,36-40
29,14,8.82,6.55,3,8,13,5,11.68,1.77,44,Medium,26-30
26,2,11.83,7.54,7,8,16,4,15.94,1.12,78,High,26-30
33,5,5.45,6.85,1,9,14,6,7.07,1.25,27,Low,31-35
24,16,8.92,8.01,1,4,28,1,13.44,1.11,15,Low,20-25
22,7,7.94,7.15,6,8,23,5,11.22,1.77,48,Medium,20-25
42,10,10.11,7.94,7,17,3,4,14.11,0.13,89,High,41-45
30,5,4.44,7.48,5,9,8,5,5.62,0.13,44,Medium,26-30
30,7,11.52,4.97,0,16,12,4,12.9,1.4,53,High,26-30
37,10,4.79,4.26,6,9,5,6,8.27,1.54,52,Medium,36-40
34,2,10.56,8.52,3,13,9,4,14.91,0.87,67,Medium,31-35
31,13,4.18,8.73,0,3,19,6,8.68,0.7,6,Low,31-35
28,13,12.32,7.63,1,9,19,0,16.07,0.56,53,Medium,26-30
29,9,5.75,7.62,2,17,25,8,7.55,0.47,85,High,26-30
31,11,9.15,5.35,0,4,20,5,10.93,1.82,47,Medium,31-35
36,5,6.61,6.71,7,8,12,8,11.14,0.59,57,Medium,36-40
25,11,11.23,6.46,0,5,22,0,12.68,1.3,31,Low,20-25
26,13,7.21,8.28,2,15,13,1,10.95,1.57,21,Low,26-30
33,1,11.25,5.52,3,15,11,6,14.38,0.04,84,High,31-35
32,10,6.85,5.51,3,10,22,3,9.54,0.07,44,Medium,31-35
27,9,11.52,6.42,0,14,12,9,14.28,0.67,76,High,26-30
29,16,4.31,6.02,6,18,9,0,9.09,1.39,56,Medium,26-30
28,16,6.83,5.86,7,2,6,4,11.28,0.52,42,Medium,26-30
37,2,8.99,7.13,2,15,4,3,13.45,0.0,65,Medium,36-40
21,18,4.45,4.06,5,19,11,5,12.02,0.58,53,Medium,20-25
24,0,5.86,7.82,0,4,28,6,7.29,0.18,11,Low,20-25
24,11,13.35,6.46,2,8,24,2,18.34,0.44,53,Medium,20-25
25,6,13.77,8.15,1,4,1,5,15.35,0.67,53,Medium,20-25
38,3,11.4,8.21,5,3,7,1,12.02,0.26,31,Low,36-40
27,9,6.52,6.83,2,12,25,9,8.58,1.41,60,Medium,26-30
35,12,6.61,7.9,6,19,7,3,9.65,0.51,55,Medium,31-35
32,1,10.46,6.46,0,16,18,9,12.68,1.32,61,Medium,31-35
20,9,5.18,8.76,4,19,4,8,9.77,1.2,54,Medium,20-25
41,3,13.48,4.95,3,11,29,6,18.35,1.8,84,High,41-45
39,17,6.25,8.58,0,19,7,1,8.89,0.18,44,Medium,36-40
36,4,14.0,5.29,2,19,9,5,15.28,0.43,100,High,36-40
26,18,8.99,4.51,7,6,12,3,12.02,1.73,46,Medium,26-30
44,1,11.71,6.2,5,0,8,7,14.22,1.64,61,Medium,41-45
32,11,4.02,7.07,5,15,6,7,8.96,0.38,44,Medium,31-35
23,16,12.89,5.15,2,6,19,0,14.25,0.22,65,Medium,20-25
23,9,6.7,6.78,7,1,19,7,8.18,1.71,46,Medium,20-25
25,1,10.68,8.04,3,11,18,9,14.48,0.36,49,Medium,20-25
38,5,12.06,5.29,0,10,10,6,16.09,1.74,60,Medium,36-40
31,7,5.64,6.9,5,7,7,0,8.52,1.92,53,Low,31-35
41,18,8.43,5.7,5,0,21,2,10.54,0.44,34,Low,41-45
26,10,8.94,6.65,4,2,15,4,11.18,1.68,46,Medium,26-30
29,11,7.12,7.33,1,7,9,2,9.47,0.85,36,Medium,26-30
38,8,8.82,5.75,4,7,5,2,10.72,1.58,50,Medium,36-40
26,1,7.18,8.97,1,10,9,0,11.58,0.81,1,Low,26-30
22,7,7.61,6.82,5,4,9,7,8.87,0.14,47,Medium,20-25
32,10,10.69,8.12,1,7,24,8,13.32,1.43,60,Medium,31-35
32,3,10.33,7.63,0,8,26,4,14.32,0.3,47,Medium,31-35
37,9,6.32,8.26,5,16,18,0,7.34,1.85,30,Low,36-40
39,19,12.97,4.87,5,9,3,0,17.48,0.84,71,High,36-40
27,15,12.63,5.11,7,18,18,8,16.46,0.16,100,High,26-30
28,7,9.09,6.44,1,18,2,0,10.38,0.46,52,Medium,26-30
26,3,8.33,8.26,2,1,16,8,12.91,1.73,18,Low,26-30
20,10,7.77,4.99,1,18,13,2,10.72,0.64,76,High,20-25
22,11,11.07,8.86,1,14,9,2,14.68,1.71,50,Medium,20-25
32,13,10.72,4.64,3,7,5,3,15.25,0.34,57,Medium,31-35
44,15,5.96,4.88,3,7,15,4,10.48,0.94,46,Medium,41-45
36,17,10.71,4.84,0,0,8,5,13.34,1.76,24,Low,36-40
44,11,6.52,6.93,0,13,20,5,8.47,0.1,62,Medium,41-45
43,17,4.19,8.59,2,10,11,9,6.22,0.61,40,Medium,41-45
20,6,10.99,5.28,3,6,11,8,15.05,1.82,88,High,20-25
25,19,10.45,6.77,4,17,27,0,15.17,1.19,67,Medium,20-25
40,6,8.11,4.88,0,14,13,8,9.4,1.43,68,Medium,36-40
25,8,9.26,7.16,0,9,25,3,10.32,1.68,30,Low,20-25
31,0,13.47,4.62,3,3,1,6,17.76,1.05,69,Medium,31-35
32,5,9.95,6.46,3,0,9,5,12.5,1.69,24,Low,31-35
32,5,10.58,7.28,2,13,3,8,12.69,1.28,91,High,31-35
34,11,4.64,6.9,7,19,27,1,6.39,1.37,45,Medium,31-35
40,11,5.66,4.7,3,19,5,1,8.05,0.31,63,Medium,36-40
35,9,7.01,4.81,7,8,29,6,11.9,1.88,64,Medium,31-35
41,5,9.39,7.36,6,12,22,8,14.3,1.59,67,Medium,41-45
40,16,11.77,8.04,1,16,27,4,14.1,0.51,62,Medium,36-40
30,18,7.21,8.54,5,19,28,6,12.06,1.16,54,Medium,26-30
24,17,7.56,8.07,4,3,12,7,9.76,0.75,21,Low,20-25
23,10,6.56,8.87,5,4,22,7,10.98,1.32,18,Low,20-25
22,18,6.55,6.04,1,9,13,3,8.4,1.99,48,Medium,20-25
38,9,13.49,5.66,6,16,3,9,17.8,1.02,100,High,36-40
39,7,10.35,4.14,6,6,9,6,12.76,1.91,67,Medium,36-40
44,5,5.56,6.25,1,9,9,0,7.34,0.14,31,Low,41-45
37,6,11.22,7.26,5,8,4,3,15.96,0.92,66,Medium,36-40
34,0,11.22,8.08,1,12,28,4,13.08,0.96,53,Medium,31-35
28,17,10.66,5.34,0,17,3,9,15.63,0.54,100,High,26-30
36,19,5.35,6.57,6,11,11,6,6.78,1.13,45,Medium,36-40
33,11,8.08,7.31,5,7,25,5,9.12,1.67,37,Medium,31-35
34,15,5.07,6.76,7,17,21,3,9.55,0.59,53,Medium,31-35
20,9,12.17,5.37,1,4,26,2,15.52,0.14,40,Medium,20-25
40,9,10.55,7.98,7,6,13,5,13.24,1.26,55,Medium,36-40
41,13,9.07,4.87,0,14,6,9,10.4,1.5,50,Medium,41-45
41,19,7.43,6.46,3,2,1,4,10.73,1.91,22,Low,41-45
22,9,5.84,8.76,6,17,13,5,8.41,0.32,31,Low,20-25
35,9,5.06,5.83,4,5,9,3,7.99,1.8,19,Low,31-35
42,10,13.69,5.88,4,5,27,1,17.21,0.96,75,High,41-45
44,1,6.0,7.72,1,19,15,8,9.56,0.47,61,Medium,41-45
30,19,4.6,6.28,4,0,2,6,9.44,1.93,0,Low,26-30
31,7,13.62,4.14,0,16,26,9,17.24,0.48,100,High,31-35
32,6,9.49,8.6,3,10,7,2,11.85,1.47,35,Medium,31-35
35,7,11.97,6.15,1,1,22,7,14.29,1.57,61,Medium,31-35
27,0,4.44,5.02,2,8,27,7,7.35,0.86,37,Medium,26-30
32,1,9.67,6.78,4,18,16,0,11.71,1.38,71,High,31-35
31,17,7.98,5.09,6,5,3,4,10.49,1.14,52,Medium,31-35
43,14,11.72,5.03,7,6,14,4,16.09,0.38,83,High,41-45
40,0,4.38,6.73,4,3,29,2,8.82,1.52,6,Low,36-40
27,4,8.02,5.96,4,2,18,1,11.53,1.86,34,Low,26-30
23,1,11.99,6.86,1,1,14,0,15.32,0.98,26,Low,20-25
27,19,9.23,8.98,5,9,19,3,11.94,1.99,18,Low,26-30
37,2,9.5,8.3,5,9,25,9,13.04,0.86,54,Medium,36-40
24,18,4.97,4.04,4,16,9,1,9.19,0.96,48,Medium,20-25
28,17,5.32,4.25,4,15,29,4,9.27,1.35,55,Medium,26-30
23,17,10.77,7.05,7,0,9,9,11.91,0.37,66,Medium,20-25
41,13,10.75,7.13,2,11,22,1,14.67,1.8,57,Medium,41-45
36,7,13.79,6.46,5,19,23,0,17.67,1.6,77,High,36-40
28,11,11.12,7.15,0,19,11,9,12.52,1.74,86,High,26-30
20,9,8.93,5.14,6,9,14,9,10.53,1.22,84,High,20-25
